Science,http://dbpedia.org/resource/Golden_Gate_Cloning
Geography and places,http://dbpedia.org/resource/Whitsunday_Region
Science,http://dbpedia.org/resource/Wind_ENergy_Data_%26_Information_(WENDI)_Gateway
Politics and government,http://dbpedia.org/resource/John_Claude_Hamilton
Politics and government,"http://dbpedia.org/resource/List_of_mayors_of_Little_Rock,_Arkansas"
Geography and places,"http://dbpedia.org/resource/Hyland_Hotel_(Palmer,_Alaska)"
Politics and government,"http://dbpedia.org/resource/South_Carolina%27s_5th_congressional_district_special_election,_2017"
Geography and places,http://dbpedia.org/resource/Wyoming_Highway_317
Sport and recreation,http://dbpedia.org/resource/Yugoslavia_at_the_1979_Mediterranean_Games
History,http://dbpedia.org/resource/Rolling_Mill_Mine
Geography and places,http://dbpedia.org/resource/Kiby
Business,http://dbpedia.org/resource/Chilli_Beans
Sport and recreation,"http://dbpedia.org/resource/Fred_Scott_(footballer,_born_1874)"
Sport and recreation,http://dbpedia.org/resource/Greville_Starkey
Warfare,http://dbpedia.org/resource/USS_Kendall_C._Campbell
Sport and recreation,http://dbpedia.org/resource/Hermans_Egleskalns
Music,http://dbpedia.org/resource/Karl_Engemann
Politics and government,http://dbpedia.org/resource/Foreign_relations_of_Liechtenstein
History,http://dbpedia.org/resource/Boleslaw_of_Sweden
History,http://dbpedia.org/resource/20_yen_coin
Music,http://dbpedia.org/resource/Acabou_Chorare
Geography and places,http://dbpedia.org/resource/Prague
Science,http://dbpedia.org/resource/Sun
Biology,http://dbpedia.org/resource/Carphephorus
Sport and recreation,http://dbpedia.org/resource/Sudan_at_the_2004_Summer_Olympics
Art,http://dbpedia.org/resource/Mikhail_Reva
Warfare,http://dbpedia.org/resource/293rd_Rifle_Division_(Soviet_Union)
Sport and recreation,http://dbpedia.org/resource/List_of_teams_and_cyclists_in_the_1950_Tour_de_France
Sport and recreation,http://dbpedia.org/resource/Adrian_Diaconu
Music,http://dbpedia.org/resource/Coldplay
Politics and government,http://dbpedia.org/resource/Terry_Bruce_(politician)
Language,http://dbpedia.org/resource/Languages_of_Cyprus
Music,http://dbpedia.org/resource/Eire_Apparent
Sport and recreation,http://dbpedia.org/resource/Wang_Fan_(footballer)
Sport and recreation,http://dbpedia.org/resource/Pedro_Gomes_(triathlete)
History,http://dbpedia.org/resource/Rajendra_Choda_II
Business,http://dbpedia.org/resource/IForIndia
Education,http://dbpedia.org/resource/Royal_Microscopical_Society
Engineering and Technology,http://dbpedia.org/resource/Mott_B._Schmidt
Media,http://dbpedia.org/resource/Kaun_Hai_Jo_Sapno_Mein_Aaya
Media,http://dbpedia.org/resource/Beast_Wars:_The_Gathering
Geography and places,http://dbpedia.org/resource/San_Pedro_Juchatengo
Sport and recreation,http://dbpedia.org/resource/Ngozi_Ebere
Warfare,http://dbpedia.org/resource/Frederick_Tees
Media,http://dbpedia.org/resource/Crash_(1974_film)
Education,http://dbpedia.org/resource/John_Curtin_School_of_Medical_Research
Music,http://dbpedia.org/resource/Can_U_Dig_It%3F
Sport and recreation,http://dbpedia.org/resource/2004_NCAA_Division_I_Women%27s_Soccer_Tournament
History,http://dbpedia.org/resource/Sarah_Bostick
Education,http://dbpedia.org/resource/Marija_Au%C5%A1rin%C4%97_Pavilionien%C4%97
Sport and recreation,http://dbpedia.org/resource/Rob_Klinkhammer
Geography and places,http://dbpedia.org/resource/Koreno_nad_Horjulom
Sport and recreation,http://dbpedia.org/resource/Katrina_Webb
Warfare,http://dbpedia.org/resource/Battle_of_Krithia_Vineyard
Sport and recreation,http://dbpedia.org/resource/1988_Grand_Prix_de_Tennis_de_Toulouse
Sport and recreation,http://dbpedia.org/resource/Santa_Clarita_Blue_Heat
Biology,http://dbpedia.org/resource/Violales
Biology,http://dbpedia.org/resource/Schinopsis_brasiliensis
Biology,http://dbpedia.org/resource/Limnephilidae
Sport and recreation,http://dbpedia.org/resource/1968%E2%80%9369_North_Carolina_Tar_Heels_men%27s_basketball_team
Business,http://dbpedia.org/resource/Workman_Publishing_Company
Music,http://dbpedia.org/resource/Technique_(band)
Geography and places,"http://dbpedia.org/resource/Holy_Trinity_Church,_Blackpool"
Geography and places,http://dbpedia.org/resource/Kwun_Lung_(constituency)
Biology,http://dbpedia.org/resource/Psychotria_carronis
Music,http://dbpedia.org/resource/Hush_Hush;_Hush_Hush
Media,http://dbpedia.org/resource/All_Summers_End
Geography and places,"http://dbpedia.org/resource/Waldenburg,_Switzerland"
Geography and places,http://dbpedia.org/resource/Kipfenberg
Sport and recreation,http://dbpedia.org/resource/Kutztown_Golden_Bears_men%27s_basketball
Education,http://dbpedia.org/resource/Saint_Peter-Marian_High_School
Art,http://dbpedia.org/resource/Guy_Maier
Media,http://dbpedia.org/resource/Ghostbusters_(1986_TV_series)
Art,http://dbpedia.org/resource/Marg_Downey
Science,http://dbpedia.org/resource/Arvind_Rajaraman
Education,http://dbpedia.org/resource/Jeong-Dong_Lee
Education,http://dbpedia.org/resource/Levan_Aleksidze
Geography and places,http://dbpedia.org/resource/Crickhowell_Bridge
Biology,http://dbpedia.org/resource/Rhynchina_obliquarlis
Geography and places,http://dbpedia.org/resource/The_Fews
Warfare,http://dbpedia.org/resource/George_G._Lundberg
Sport and recreation,http://dbpedia.org/resource/Jacques_Williams
Sport and recreation,http://dbpedia.org/resource/1948_Brooklyn_Dodgers_season
Education,http://dbpedia.org/resource/List_of_Vice-Chancellors_of_the_University_of_Oxford
Sport and recreation,http://dbpedia.org/resource/Canada_national_rugby_union_team
Geography and places,http://dbpedia.org/resource/Dee_Hills_House
Geography and places,"http://dbpedia.org/resource/East_Farmington,_Wisconsin"
Music,http://dbpedia.org/resource/Claude_Monteux
Music,http://dbpedia.org/resource/Theodor_Larsson
Biology,http://dbpedia.org/resource/Chironius_multiventris
Engineering and Technology,http://dbpedia.org/resource/ISync
Music,http://dbpedia.org/resource/Greatest_Hits_(The_Human_League_album)
Religion,http://dbpedia.org/resource/Claude_Bernard_(priest)
Biology,http://dbpedia.org/resource/Ficus_pleurocarpa
Art,http://dbpedia.org/resource/Franti%C5%A1ek_Kubka
Biology,http://dbpedia.org/resource/Captivity_(animal)
Geography and places,"http://dbpedia.org/resource/Hayland_Township,_Mille_Lacs_County,_Minnesota"
Business,http://dbpedia.org/resource/ScanSource
Art,http://dbpedia.org/resource/%C5%A0tefan_Hoza
History,http://dbpedia.org/resource/James_Wilson_(Irish_nationalist)
Music,http://dbpedia.org/resource/Fire_in_the_Sky_(song)
Music,http://dbpedia.org/resource/Baby_Likes_to_Bang
Education,http://dbpedia.org/resource/Moleli_High_School
Geography and places,http://dbpedia.org/resource/River_Wye
Media,http://dbpedia.org/resource/Desert_Car_Kings
Music,http://dbpedia.org/resource/%C3%81ngel_Parra
Geography and places,"http://dbpedia.org/resource/Jersey,_Arkansas"
Sport and recreation,http://dbpedia.org/resource/Jonas_Thern
Sport and recreation,http://dbpedia.org/resource/Kim_Larsen_(footballer)
Geography and places,http://dbpedia.org/resource/Dedina_Ml%C3%A1de%C5%BEe
Geography and places,http://dbpedia.org/resource/Konak_%C4%B0skele_(Tram_%C4%B0zmir)
Geography and places,"http://dbpedia.org/resource/Kl%C4%99czany,_Podkarpackie_Voivodeship"
Sport and recreation,http://dbpedia.org/resource/Roman_Kresta
Geography and places,http://dbpedia.org/resource/Lathrop_State_Park
Education,http://dbpedia.org/resource/The_Hollins
Geography and places,"http://dbpedia.org/resource/Gazin,_Khuzestan"
Geography and places,http://dbpedia.org/resource/Bethlehem_Governorate
Science,http://dbpedia.org/resource/Robert_H._Eckel
Music,http://dbpedia.org/resource/Rough_%26_Ready
History,http://dbpedia.org/resource/Toba_people
Sport and recreation,http://dbpedia.org/resource/Johnny_Moore_(basketball)
Politics and government,http://dbpedia.org/resource/Aleksi_Randell
Geography and places,"http://dbpedia.org/resource/Happy_Valley,_Hong_Kong"
Media,http://dbpedia.org/resource/Supernatural_(season_12)
Music,http://dbpedia.org/resource/Mandy_(Irving_Berlin_song)
Media,http://dbpedia.org/resource/Suffering_Man%27s_Charity
Biology,http://dbpedia.org/resource/Part-Arabian
Education,http://dbpedia.org/resource/Sarum_Academy
Religion,http://dbpedia.org/resource/Pantelism
Geography and places,http://dbpedia.org/resource/Viaduto_do_Ch%C3%A1
Business,http://dbpedia.org/resource/HubCityLabs
Geography and places,http://dbpedia.org/resource/Rourkela_Airport
History,http://dbpedia.org/resource/Bloody_Falls_massacre
Music,http://dbpedia.org/resource/Colors_(Flow_song)
Media,http://dbpedia.org/resource/Richard_Wormser
Geography and places,http://dbpedia.org/resource/Rishkhar
Music,http://dbpedia.org/resource/I_Still_Believe_in_You_(Vince_Gill_song)
Science,http://dbpedia.org/resource/Alexander_Karpinsky
Geography and places,http://dbpedia.org/resource/Barony_of_Glengarnock
Media,http://dbpedia.org/resource/Renegade_Legion
Geography and places,http://dbpedia.org/resource/Wausau_Club
Sport and recreation,http://dbpedia.org/resource/Tripleman%C3%ADa_XVII
Music,http://dbpedia.org/resource/What%27s_Your_Problem
Biology,http://dbpedia.org/resource/Rubroboletus_legaliae
Sport and recreation,http://dbpedia.org/resource/Daniela_M%C4%83r%C4%83nduc%C4%83
Politics and government,http://dbpedia.org/resource/John_W._Liebenstein
Geography and places,http://dbpedia.org/resource/Zelyony_Island_(Rostov-on-Don)
Royalty and nobility,http://dbpedia.org/resource/Head_of_the_Royal_Thai_Armed_Forces
Geography and places,http://dbpedia.org/resource/Bailang_River_Bridge_Ferris_Wheel
Art,http://dbpedia.org/resource/After_the_Deluge_(painting)
Art,"http://dbpedia.org/resource/Crucifix_(Cimabue,_Santa_Croce)"
Art,http://dbpedia.org/resource/Four_Freedoms_(Norman_Rockwell)
Art,http://dbpedia.org/resource/The_Four_Stages_of_Cruelty
Art,http://dbpedia.org/resource/Portrait_of_a_Young_Girl_(Christus)
Art,http://dbpedia.org/resource/Restoration_of_the_Sistine_Chapel_frescoes
Art,"http://dbpedia.org/resource/Youth_on_the_Prow,_and_Pleasure_at_the_Helm"
Art,http://dbpedia.org/resource/Virgin_and_Child_with_Canon_van_der_Paele
Biology,http://dbpedia.org/resource/Knut_(polar_bear)
Biology,http://dbpedia.org/resource/Oryzomys_antillarum
Biology,http://dbpedia.org/resource/Salanoia_durrelli
Biology,http://dbpedia.org/resource/Greater_crested_tern
Biology,http://dbpedia.org/resource/Brachiosaurus
Biology,http://dbpedia.org/resource/Gorgosaurus
Biology,http://dbpedia.org/resource/Loggerhead_sea_turtle
Biology,http://dbpedia.org/resource/Pigeye_shark
Business,http://dbpedia.org/resource/BAE_Systems
Business,http://dbpedia.org/resource/Maine_Centennial_half_dollar
Business,http://dbpedia.org/resource/Oliver_Typewriter_Company
Business,http://dbpedia.org/resource/IBM
Business,http://dbpedia.org/resource/BASF
Business,http://dbpedia.org/resource/Unilever
Education,http://dbpedia.org/resource/Czech_Technical_University_in_Prague
Education,"http://dbpedia.org/resource/University_of_California,_Los_Angeles"
Education,http://dbpedia.org/resource/Massachusetts_Institute_of_Technology
Engineering and Technology,http://dbpedia.org/resource/Acid2
Engineering and Technology,http://dbpedia.org/resource/Microsoft_Security_Essentials
Engineering and Technology,http://dbpedia.org/resource/Apollo_8
Engineering and Technology,http://dbpedia.org/resource/Distributed_element_filter
Engineering and Technology,http://dbpedia.org/resource/Rolls-Royce_R
Engineering and Technology,http://dbpedia.org/resource/Scout_Moor_Wind_Farm
Engineering and Technology,"http://dbpedia.org/resource/World_Science_Festival,_2008"
Engineering and Technology,http://dbpedia.org/resource/Gas_tungsten_arc_welding
Food and Drink,http://dbpedia.org/resource/Borscht
Food and Drink,http://dbpedia.org/resource/Cabbage
Food and Drink,http://dbpedia.org/resource/Pisco_sour
Food and Drink,http://dbpedia.org/resource/Gumbo
Food and Drink,http://dbpedia.org/resource/Coca-Cola
Food and Drink,http://dbpedia.org/resource/Lemonade
Food and Drink,http://dbpedia.org/resource/Tequila
Food and Drink,http://dbpedia.org/resource/Potato_chip
Food and Drink,http://dbpedia.org/resource/Hamburger
Health and medicine,http://dbpedia.org/resource/Acute_myeloid_leukemia
Health and medicine,http://dbpedia.org/resource/Alzheimer%27s_disease
Health and medicine,http://dbpedia.org/resource/Endometrial_cancer
Health and medicine,http://dbpedia.org/resource/Parkinson%27s_disease
Health and medicine,http://dbpedia.org/resource/Thyrotoxic_periodic_paralysis
Health and medicine,http://dbpedia.org/resource/Chagas_disease
Health and medicine,http://dbpedia.org/resource/Pulmonary_contusion
History,http://dbpedia.org/resource/1962_South_Vietnamese_Independence_Palace_bombing
History,http://dbpedia.org/resource/Blackwater_Fire_of_1937
History,http://dbpedia.org/resource/Convention_of_1832
History,http://dbpedia.org/resource/Chalukya_dynasty
History,http://dbpedia.org/resource/California_Gold_Rush
History,http://dbpedia.org/resource/Double_Seven_Day_scuffle
History,http://dbpedia.org/resource/Ancient_Egypt
Language,http://dbpedia.org/resource/Black_American_Sign_Language
Language,http://dbpedia.org/resource/Sentence_spacing
Language,http://dbpedia.org/resource/Mayan_languages
Language,http://dbpedia.org/resource/Irish_phonology
Language,http://dbpedia.org/resource/Nafaanra
Language,http://dbpedia.org/resource/Nahuatl
Language,http://dbpedia.org/resource/English_language
Language,http://dbpedia.org/resource/Portuguese_language
Language,http://dbpedia.org/resource/Spanish_language
Law,http://dbpedia.org/resource/2017%E2%80%9318_Bergen_County_eruv_controversy
Law,http://dbpedia.org/resource/Menominee_Tribe_v._United_States
Law,http://dbpedia.org/resource/Coinage_Act_of_1965
Religion,http://dbpedia.org/resource/Ganesha
Religion,http://dbpedia.org/resource/Christianity
Religion,http://dbpedia.org/resource/Buddhism
Royalty and nobility,http://dbpedia.org/resource/Ancestry_of_the_Godwins
Royalty and nobility,http://dbpedia.org/resource/Monarchy_of_the_United_Kingdom
Royalty and nobility,http://dbpedia.org/resource/Privilege_of_peerage
Transport,http://dbpedia.org/resource/Boeing_747
Transport,http://dbpedia.org/resource/Don_Valley_Parkway
Transport,http://dbpedia.org/resource/Hillsgrove_Covered_Bridge
Transport,http://dbpedia.org/resource/Herne_Hill_railway_station
Transport,http://dbpedia.org/resource/Los_Angeles_International_Airport
Transport,http://dbpedia.org/resource/Eastern_Suburbs_%26_Illawarra_Line
Transport,http://dbpedia.org/resource/Johnstown_Inclined_Plane
Transport,http://dbpedia.org/resource/Metropolitan_Railway
Transport,http://dbpedia.org/resource/Ontario_Highway_402
Sport and recreation,http://dbpedia.org/resource/Jumping_Flash!
Sport and recreation,http://dbpedia.org/resource/God_of_War_(2005_video_game)
Sport and recreation,http://dbpedia.org/resource/Master_Chief_(Halo)
Sport and recreation,http://dbpedia.org/resource/System_Shock
Warfare,http://dbpedia.org/resource/Armed_Forces_Special_Weapons_Project
Warfare,http://dbpedia.org/resource/Australian_Air_Corps
Warfare,http://dbpedia.org/resource/Military_history_of_Australia_during_World_War_II
Warfare,http://dbpedia.org/resource/Winter_War
Warfare,http://dbpedia.org/resource/Operation_Varsity
